stage,requirement_total
2011,1327.62
2012,1400.0
2013,1400.0
2014,1309.99
2015,1194.67
2016,1137.8600000000001
2017,777.6
2018,757.8
2019,747.7
2020,744.2
2021,753.6
2022,770.2
2023,1000.3
2024,1040.2
2025,1075.0
2026,1093.0
2027,1103.3
2028,1117.5
2029,1114.1
2030,1108.4
2031,1111.8
2032,1116.2
2033,1108.0
2034,1108.9
2035,1292.6
2036,1399.8
2037,1338.6
2038,1254.3
2039,1163.5
2040,1103.3
2041,743.3
2042,726.4
2043,717.9
2044,716.5
2045,725.0
2046,747.1
2047,974.2
2048,1015.0
2049,1048.5
2050,1064.1
2051,1073.5
2052,1085.0
2053,1089.6
2054,1083.3
2055,1086.0
2056,1088.0
2057,1090.4
2058,1098.3
2059,1258.6
2060,1338.6
2061,1285.5
2062,1201.4
2063,1106.6
2064,1052.4
2065,755.9
2066,737.0
2067,728.3
2068,725.7
2069,733.1
2070,753.4
2071,930.5
2072,972.2
2073,1005.5
2074,1029.0
2075,1039.8
2076,1050.2
2077,1048.9
2078,1043.0
2079,1044.0
2080,1047.6
2081,1045.3
2082,1042.2
2083,1204.3
2084,1320.6
2085,1273.3
2086,1187.3
2087,846.2
2088,789.7
2089,754.6
2090,736.1
2091,727.7
2092,725.3
2093,735.0
2094,759.2
2095,937.8
2096,979.0
2097,1010.1
2098,1032.8
2099,1036.6
2100,1048.2
2101,1049.2
2102,1043.4
2103,1044.4
2104,1047.2
2105,1047.2
2106,1056.7
2107,1209.0
2108,1298.7
2109,1243.6
2110,1171.8
2111,838.5
2112,787.8
2113,747.7
2114,731.3
2115,723.3
2116,722.1
2117,732.3
2118,759.4
2119,940.5
2120,977.6
2121,1006.3
2122,1025.0
2123,1028.6
2124,1035.6
2125,1040.0
2126,1036.3
2127,1032.5
2128,1036.1
2129,1047.2
2130,1083.7
2131,1257.5
2132,1290.8
2133,1225.6
2134,1153.9
2135,834.7
2136,780.5
2137,747.6
2138,729.4
2139,721.0
2140,719.4
2141,730.1
2142,756.6
2143,962.0
2144,1000.0
2145,1032.9
2146,1055.2
2147,1060.3
2148,1069.9
2149,1068.7
2150,1064.7
2151,1072.1
2152,1075.2
2153,1074.7
2154,1132.1
2155,1308.1
2156,1286.5
2157,1237.8
2158,1151.9
2159,843.4
2160,782.2
2161,748.7
2162,730.7
2163,722.2
2164,720.9
2165,732.6
2166,762.5
2167,941.6
2168,980.4
2169,1014.4
2170,1034.5
2171,1041.4
2172,1052.0
2173,1052.9
2174,1046.5
2175,1049.7
2176,1054.0
2177,1056.7
2178,1119.3
2179,1375.4
2180,1347.1
2181,1282.1
2182,1205.6
2183,834.4
2184,783.2
2185,733.8
2186,729.3
2187,719.1
2188,717.4
2189,728.6
2190,758.3
2191,987.2
2192,1021.8
2193,1059.6
2194,1083.9
2195,1086.4
2196,1095.0
2197,1096.6
2198,1090.6
2199,1093.1
2200,1097.7
2201,1101.3
2202,1145.5
2203,1395.8
2204,1386.5
2205,1341.8
2206,1249.1
2207,851.2
2208,795.6
2209,739.65
2210,717.56
2211,714.47
2212,712.86
2213,722.96
2214,751.51
2215,954.41
2216,980.4100000000001
2217,1014.95
2218,1035.1
2219,1039.1
2220,1049.41
2221,1049.53
2222,1041.05
2223,1053.48
2224,1057.98
2225,1046.69
2226,1070.65
2227,1341.87
2228,1361.02
2229,1291.0700000000002
2230,1203.48
2231,826.5
2232,770.12
2233,739.62
2234,722.73
2235,715.68
2236,714.61
2237,725.48
2238,759.17
2239,949.44
2240,976.77
2241,1010.9
2242,1027.13
2243,1037.96
2244,1041.75
2245,1037.05
2246,1042.67
2247,1045.13
2248,1038.54
2249,1030.99
2250,1028.73
2251,1293.27
2252,1375.42
2253,1322.3200000000002
2254,1219.94
2255,839.63
2256,779.29
2257,771.6
2258,752.62
2259,744.72
2260,742.43
2261,752.81
2262,767.66
2263,1007.03
2264,1042.54
2265,1061.55
2266,1094.83
2267,1109.59
2268,1117.65
2269,1116.55
2270,1104.66
2271,1110.66
2272,1116.81
2273,1117.08
2274,1119.02
2275,1326.6599999999999
2276,1400.0
2277,1382.98
2278,1283.55
2279,1169.46
2280,1104.55
2281,806.12
2282,785.31
2283,775.26
2284,766.1800000000001
2285,775.17
2286,784.78
2287,1012.38
2288,1060.21
2289,1098.43
2290,1122.46
2291,1138.73
2292,1143.66
2293,1143.88
2294,1137.43
2295,1146.21
2296,1146.67
2297,1125.63
2298,1137.53
2299,1327.62
2300,1400.0
2301,1400.0
2302,1309.99
2303,1194.67
2304,1137.8600000000001
2305,777.6
2306,757.8
2307,747.7
2308,744.2
2309,753.6
2310,770.2
2311,1000.3
2312,1040.2
2313,1075.0
2314,1093.0
2315,1103.3
2316,1117.5
2317,1114.1
2318,1108.4
2319,1111.8
2320,1116.2
2321,1108.0
2322,1108.9
2323,1292.6
2324,1399.8
2325,1338.6
2326,1254.3
2327,1163.5
2328,1103.3
2329,743.3
2330,726.4
2331,717.9
2332,716.5
2333,725.0
2334,747.1
2335,974.2
2336,1015.0
2337,1048.5
2338,1064.1
2339,1073.5
2340,1085.0
2341,1089.6
2342,1083.3
2343,1086.0
2344,1088.0
2345,1090.4
2346,1098.3
2347,1258.6
2348,1338.6
2349,1285.5
2350,1201.4
2351,1106.6
2352,1052.4
2353,755.9
2354,737.0
2355,728.3
2356,725.7
2357,733.1
2358,753.4
2359,930.5
2360,972.2
2361,1005.5
2362,1029.0
2363,1039.8
2364,1050.2
2365,1048.9
2366,1043.0
2367,1044.0
2368,1047.6
2369,1045.3
2370,1042.2
2371,1204.3
2372,1320.6
2373,1273.3
2374,1187.3
2375,846.2
2376,789.7
2377,754.6
2378,736.1
2379,727.7
2380,725.3
2381,735.0
2382,759.2
2383,937.8
2384,979.0
2385,1010.1
2386,1032.8
2387,1036.6
2388,1048.2
2389,1049.2
2390,1043.4
2391,1044.4
2392,1047.2
2393,1047.2
2394,1056.7
2395,1209.0
2396,1298.7
2397,1243.6
2398,1171.8
2399,838.5
2400,787.8
2401,747.7
2402,731.3
2403,723.3
2404,722.1
2405,732.3
2406,759.4
2407,940.5
2408,977.6
2409,1006.3
2410,1025.0
2411,1028.6
2412,1035.6
2413,1040.0
2414,1036.3
2415,1032.5
2416,1036.1
2417,1047.2
2418,1083.7
2419,1257.5
2420,1290.8
2421,1225.6
2422,1153.9
2423,834.7
2424,780.5
2425,747.6
2426,729.4
2427,721.0
2428,719.4
2429,730.1
2430,756.6
2431,962.0
2432,1000.0
2433,1032.9
2434,1055.2
2435,1060.3
2436,1069.9
2437,1068.7
2438,1064.7
2439,1072.1
2440,1075.2
2441,1074.7
2442,1132.1
2443,1308.1
2444,1286.5
2445,1237.8
2446,1151.9
2447,843.4
2448,782.2
2449,748.7
2450,730.7
2451,722.2
2452,720.9
2453,732.6
2454,762.5
2455,941.6
2456,980.4
2457,1014.4
2458,1034.5
2459,1041.4
2460,1052.0
2461,1052.9
2462,1046.5
2463,1049.7
2464,1054.0
2465,1056.7
2466,1119.3
2467,1375.4
2468,1347.1
2469,1282.1
2470,1205.6
2471,834.4
2472,783.2
2473,733.8
2474,729.3
2475,719.1
2476,717.4
2477,728.6
2478,758.3
2479,987.2
2480,1021.8
2481,1059.6
2482,1083.9
2483,1086.4
2484,1095.0
2485,1096.6
2486,1090.6
2487,1093.1
2488,1097.7
2489,1101.3
2490,1145.5
2491,1395.8
2492,1386.5
2493,1341.8
2494,1249.1
2495,851.2
2496,795.6
2497,739.65
2498,717.56
2499,714.47
2500,712.86
2501,722.96
2502,751.51
2503,954.41
2504,980.4100000000001
2505,1014.95
2506,1035.1
2507,1039.1
2508,1049.41
2509,1049.53
2510,1041.05
2511,1053.48
2512,1057.98
2513,1046.69
2514,1070.65
2515,1341.87
2516,1361.02
2517,1291.0700000000002
2518,1203.48
2519,826.5
2520,770.12
2521,739.62
2522,722.73
2523,715.68
2524,714.61
2525,725.48
2526,759.17
2527,949.44
2528,976.77
2529,1010.9
2530,1027.13
2531,1037.96
2532,1041.75
2533,1037.05
2534,1042.67
2535,1045.13
2536,1038.54
2537,1030.99
2538,1028.73
2539,1293.27
2540,1375.42
2541,1322.3200000000002
2542,1219.94
2543,839.63
2544,779.29
2545,771.6
2546,752.62
2547,744.72
2548,742.43
2549,752.81
2550,767.66
2551,1007.03
2552,1042.54
2553,1061.55
2554,1094.83
2555,1109.59
2556,1117.65
2557,1116.55
2558,1104.66
2559,1110.66
2560,1116.81
2561,1117.08
2562,1119.02
2563,1326.6599999999999
2564,1400.0
2565,1382.98
2566,1283.55
2567,1169.46
2568,1104.55
2569,806.12
2570,785.31
2571,775.26
2572,766.1800000000001
2573,775.17
2574,784.78
2575,1012.38
2576,1060.21
2577,1098.43
2578,1122.46
2579,1138.73
2580,1143.66
2581,1143.88
2582,1137.43
2583,1146.21
2584,1146.67
2585,1125.63
2586,1137.53
2587,1327.62
2588,1400.0
2589,1400.0
2590,1309.99
2591,1194.67
2592,1137.8600000000001
2593,777.6
2594,757.8
2595,747.7
2596,744.2
2597,753.6
2598,770.2
2599,1000.3
2600,1040.2
2601,1075.0
2602,1093.0
2603,1103.3
2604,1117.5
2605,1114.1
2606,1108.4
2607,1111.8
2608,1116.2
2609,1108.0
2610,1108.9
2611,1292.6
2612,1399.8
2613,1338.6
2614,1254.3
2615,1163.5
2616,1103.3
2617,743.3
2618,726.4
2619,717.9
2620,716.5
2621,725.0
2622,747.1
2623,974.2
2624,1015.0
2625,1048.5
2626,1064.1
2627,1073.5
2628,1085.0
2629,1089.6
2630,1083.3
2631,1086.0
2632,1088.0
2633,1090.4
2634,1098.3
2635,1258.6
2636,1338.6
2637,1285.5
2638,1201.4
2639,1106.6
2640,1052.4
2641,755.9
2642,737.0
2643,728.3
2644,725.7
2645,733.1
2646,753.4
2647,930.5
2648,972.2
2649,1005.5
2650,1029.0
2651,1039.8
2652,1050.2
2653,1048.9
2654,1043.0
2655,1044.0
2656,1047.6
2657,1045.3
2658,1042.2
2659,1204.3
2660,1320.6
2661,1273.3
2662,1187.3
2663,846.2
2664,789.7
2665,754.6
2666,736.1
2667,727.7
2668,725.3
2669,735.0
2670,759.2
2671,937.8
2672,979.0
2673,1010.1
2674,1032.8
2675,1036.6
2676,1048.2
2677,1049.2
2678,1043.4
2679,1044.4
2680,1047.2
2681,1047.2
2682,1056.7
2683,1209.0
2684,1298.7
2685,1243.6
2686,1171.8
2687,838.5
2688,787.8
2689,747.7
2690,731.3
2691,723.3
2692,722.1
2693,732.3
2694,759.4
2695,940.5
2696,977.6
2697,1006.3
2698,1025.0
2699,1028.6
2700,1035.6
2701,1040.0
2702,1036.3
2703,1032.5
2704,1036.1
2705,1047.2
2706,1083.7
2707,1257.5
2708,1290.8
2709,1225.6
2710,1153.9
2711,834.7
2712,780.5
2713,747.6
2714,729.4
2715,721.0
2716,719.4
2717,730.1
2718,756.6
2719,962.0
2720,1000.0
2721,1032.9
2722,1055.2
2723,1060.3
2724,1069.9
2725,1068.7
2726,1064.7
2727,1072.1
2728,1075.2
2729,1074.7
2730,1132.1
2731,1308.1
2732,1286.5
2733,1237.8
2734,1151.9
2735,843.4
2736,782.2
2737,748.7
2738,730.7
2739,722.2
2740,720.9
2741,732.6
2742,762.5
2743,941.6
2744,980.4
2745,1014.4
2746,1034.5
2747,1041.4
2748,1052.0
2749,1052.9
2750,1046.5
2751,1049.7
2752,1054.0
2753,1056.7
2754,1119.3
2755,1375.4
2756,1347.1
2757,1282.1
2758,1205.6
2759,834.4
2760,783.2
2761,733.8
2762,729.3
2763,719.1
2764,717.4
2765,728.6
2766,758.3
2767,987.2
2768,1021.8
2769,1059.6
2770,1083.9
2771,1086.4
2772,1095.0
2773,1096.6
2774,1090.6
2775,1093.1
2776,1097.7
2777,1101.3
2778,1145.5
2779,1395.8
2780,1386.5
2781,1341.8
2782,1249.1
2783,851.2
2784,795.6
2785,739.65
2786,717.56
2787,714.47
2788,712.86
2789,722.96
2790,751.51
2791,954.41
2792,980.4100000000001
2793,1014.95
2794,1035.1
2795,1039.1
2796,1049.41
2797,1049.53
2798,1041.05
2799,1053.48
2800,1057.98
2801,1046.69
2802,1070.65
2803,1341.87
2804,1361.02
2805,1291.0700000000002
2806,1203.48
2807,826.5
2808,770.12
2809,739.62
2810,722.73
2811,715.68
2812,714.61
2813,725.48
2814,759.17
2815,949.44
2816,976.77
2817,1010.9
2818,1027.13
2819,1037.96
2820,1041.75
2821,1037.05
2822,1042.67
2823,1045.13
2824,1038.54
2825,1030.99
2826,1028.73
2827,1293.27
2828,1375.42
2829,1322.3200000000002
2830,1219.94
2831,839.63
2832,779.29
2833,771.6
2834,752.62
2835,744.72
2836,742.43
2837,752.81
2838,767.66
2839,1007.03
2840,1042.54
2841,1061.55
2842,1094.83
2843,1109.59
2844,1117.65
2845,1116.55
2846,1104.66
2847,1110.66
2848,1116.81
2849,1117.08
2850,1119.02
2851,1326.6599999999999
2852,1400.0
2853,1382.98
2854,1283.55
2855,1169.46
2856,1104.55
2857,806.12
2858,785.31
2859,775.26
2860,766.1800000000001
2861,775.17
2862,784.78
2863,1012.38
2864,1060.21
2865,1098.43
2866,1122.46
2867,1138.73
2868,1143.66
2869,1143.88
2870,1137.43
2871,1146.21
2872,1146.67
2873,1125.63
2874,1137.53
2875,1327.62
2876,1400.0
2877,1400.0
2878,1309.99
2879,1194.67
2880,1137.8600000000001
2881,777.6
2882,757.8
2883,747.7
2884,744.2
2885,753.6
2886,770.2
2887,1000.3
2888,1040.2
2889,1075.0
2890,1093.0
2891,1103.3
2892,1117.5
2893,1114.1
2894,1108.4
2895,1111.8
2896,1116.2
2897,1108.0
2898,1108.9
2899,1292.6
2900,1399.8
2901,1338.6
2902,1254.3
2903,1163.5
2904,1103.3
2905,743.3
2906,726.4
2907,717.9
2908,716.5
2909,725.0
2910,747.1
2911,974.2
2912,1015.0
2913,1048.5
2914,1064.1
2915,1073.5
2916,1085.0
2917,1089.6
2918,1083.3
2919,1086.0
2920,1088.0
2921,1090.4
2922,1098.3
2923,1258.6
2924,1338.6
2925,1285.5
2926,1201.4
2927,1106.6
2928,1052.4
2929,755.9
2930,737.0
2931,728.3
2932,725.7
2933,733.1
2934,753.4
2935,930.5
2936,972.2
2937,1005.5
2938,1029.0
2939,1039.8
2940,1050.2
2941,1048.9
2942,1043.0
2943,1044.0
2944,1047.6
2945,1045.3
2946,1042.2
2947,1204.3
2948,1320.6
2949,1273.3
2950,1187.3
2951,846.2
2952,789.7
2953,754.6
2954,736.1
2955,727.7
2956,725.3
2957,735.0
2958,759.2
2959,937.8
2960,979.0
2961,1010.1
2962,1032.8
2963,1036.6
2964,1048.2
2965,1049.2
2966,1043.4
2967,1044.4
2968,1047.2
2969,1047.2
2970,1056.7
2971,1209.0
2972,1298.7
2973,1243.6
2974,1171.8
2975,838.5
2976,787.8
2977,747.7
2978,731.3
2979,723.3
2980,722.1
2981,732.3
2982,759.4
2983,940.5
2984,977.6
2985,1006.3
2986,1025.0
2987,1028.6
2988,1035.6
2989,1040.0
2990,1036.3
2991,1032.5
2992,1036.1
2993,1047.2
2994,1083.7
2995,1257.5
2996,1290.8
2997,1225.6
2998,1153.9
2999,834.7
3000,780.5
3001,747.6
3002,729.4
3003,721.0
3004,719.4
3005,730.1
3006,756.6
3007,962.0
3008,1000.0
3009,1032.9
3010,1055.2
3011,1060.3
3012,1069.9
3013,1068.7
3014,1064.7
3015,1072.1
3016,1075.2
3017,1074.7
3018,1132.1
3019,1308.1
3020,1286.5
3021,1237.8
3022,1151.9
3023,843.4
3024,782.2
3025,748.7
3026,730.7
3027,722.2
3028,720.9
3029,732.6
3030,762.5
3031,941.6
3032,980.4
3033,1014.4
3034,1034.5
3035,1041.4
3036,1052.0
3037,1052.9
3038,1046.5
3039,1049.7
3040,1054.0
3041,1056.7
3042,1119.3
3043,1375.4
3044,1347.1
3045,1282.1
3046,1205.6
3047,834.4
3048,783.2
3049,733.8
3050,729.3
3051,719.1
3052,717.4
3053,728.6
3054,758.3
3055,987.2
3056,1021.8
3057,1059.6
3058,1083.9
3059,1086.4
3060,1095.0
3061,1096.6
3062,1090.6
3063,1093.1
3064,1097.7
3065,1101.3
3066,1145.5
3067,1395.8
3068,1386.5
3069,1341.8
3070,1249.1
3071,851.2
3072,795.6
3073,739.65
3074,717.56
3075,714.47
3076,712.86
3077,722.96
3078,751.51
3079,954.41
3080,980.4100000000001
3081,1014.95
3082,1035.1
3083,1039.1
3084,1049.41
3085,1049.53
3086,1041.05
3087,1053.48
3088,1057.98
3089,1046.69
3090,1070.65
3091,1341.87
3092,1361.02
3093,1291.0700000000002
3094,1203.48
3095,826.5
3096,770.12
3097,739.62
3098,722.73
3099,715.68
3100,714.61
3101,725.48
3102,759.17
3103,949.44
3104,976.77
3105,1010.9
3106,1027.13
3107,1037.96
3108,1041.75
3109,1037.05
3110,1042.67
3111,1045.13
3112,1038.54
3113,1030.99
3114,1028.73
3115,1293.27
3116,1375.42
3117,1322.3200000000002
3118,1219.94
3119,839.63
3120,779.29
3121,771.6
3122,752.62
3123,744.72
3124,742.43
3125,752.81
3126,767.66
3127,1007.03
3128,1042.54
3129,1061.55
3130,1094.83
3131,1109.59
3132,1117.65
3133,1116.55
3134,1104.66
3135,1110.66
3136,1116.81
3137,1117.08
3138,1119.02
3139,1326.6599999999999
3140,1400.0
3141,1382.98
3142,1283.55
3143,1169.46
3144,1104.55
3145,806.12
3146,785.31
3147,775.26
3148,766.1800000000001
3149,775.17
3150,784.78
3151,1012.38
3152,1060.21
3153,1098.43
3154,1122.46
3155,1138.73
3156,1143.66
3157,1143.88
3158,1137.43
3159,1146.21
3160,1146.67
3161,1125.63
3162,1137.53
3163,1327.62
3164,1400.0
3165,1400.0
3166,1309.99
3167,1194.67
3168,1137.8600000000001
3169,777.6
3170,757.8
3171,747.7
3172,744.2
3173,753.6
3174,770.2
3175,1000.3
3176,1040.2
3177,1075.0
3178,1093.0
3179,1103.3
3180,1117.5
3181,1114.1
3182,1108.4
3183,1111.8
3184,1116.2
3185,1108.0
3186,1108.9
3187,1292.6
3188,1399.8
3189,1338.6
3190,1254.3
3191,1163.5
3192,1103.3
3193,743.3
3194,726.4
3195,717.9
3196,716.5
3197,725.0
3198,747.1
3199,974.2
3200,1015.0
3201,1048.5
3202,1064.1
3203,1073.5
3204,1085.0
3205,1089.6
3206,1083.3
3207,1086.0
3208,1088.0
3209,1090.4
3210,1098.3
3211,1258.6
3212,1338.6
3213,1285.5
3214,1201.4
3215,1106.6
3216,1052.4
3217,755.9
3218,737.0
3219,728.3
3220,725.7
3221,733.1
3222,753.4
3223,930.5
3224,972.2
3225,1005.5
3226,1029.0
3227,1039.8
3228,1050.2
3229,1048.9
3230,1043.0
3231,1044.0
3232,1047.6
3233,1045.3
3234,1042.2
3235,1204.3
3236,1320.6
3237,1273.3
3238,1187.3
3239,846.2
3240,789.7
3241,754.6
3242,736.1
3243,727.7
3244,725.3
3245,735.0
3246,759.2
3247,937.8
3248,979.0
3249,1010.1
3250,1032.8
3251,1036.6
3252,1048.2
3253,1049.2
3254,1043.4
3255,1044.4
3256,1047.2
3257,1047.2
3258,1056.7
3259,1209.0
3260,1298.7
3261,1243.6
3262,1171.8
3263,838.5
3264,787.8
3265,747.7
3266,731.3
3267,723.3
3268,722.1
3269,732.3
3270,759.4
3271,940.5
3272,977.6
3273,1006.3
3274,1025.0
3275,1028.6
3276,1035.6
3277,1040.0
3278,1036.3
3279,1032.5
3280,1036.1
3281,1047.2
3282,1083.7
3283,1257.5
3284,1290.8
3285,1225.6
3286,1153.9
3287,834.7
3288,780.5
3289,747.6
3290,729.4
3291,721.0
3292,719.4
3293,730.1
3294,756.6
3295,962.0
3296,1000.0
3297,1032.9
3298,1055.2
3299,1060.3
3300,1069.9
3301,1068.7
3302,1064.7
3303,1072.1
3304,1075.2
3305,1074.7
3306,1132.1
3307,1308.1
3308,1286.5
3309,1237.8
3310,1151.9
3311,843.4
3312,782.2
3313,748.7
3314,730.7
3315,722.2
3316,720.9
3317,732.6
3318,762.5
3319,941.6
3320,980.4
3321,1014.4
3322,1034.5
3323,1041.4
3324,1052.0
3325,1052.9
3326,1046.5
3327,1049.7
3328,1054.0
3329,1056.7
3330,1119.3
3331,1375.4
3332,1347.1
3333,1282.1
3334,1205.6
3335,834.4
3336,783.2
3337,733.8
3338,729.3
3339,719.1
3340,717.4
3341,728.6
3342,758.3
3343,987.2
3344,1021.8
3345,1059.6
3346,1083.9
3347,1086.4
3348,1095.0
3349,1096.6
3350,1090.6
3351,1093.1
3352,1097.7
3353,1101.3
3354,1145.5
3355,1395.8
3356,1386.5
3357,1341.8
3358,1249.1
3359,851.2
3360,795.6
3361,739.65
3362,717.56
3363,714.47
3364,712.86
3365,722.96
3366,751.51
3367,954.41
3368,980.4100000000001
3369,1014.95
3370,1035.1
3371,1039.1
3372,1049.41
3373,1049.53
3374,1041.05
3375,1053.48
3376,1057.98
3377,1046.69
3378,1070.65
3379,1341.87
3380,1361.02
3381,1291.0700000000002
3382,1203.48
3383,826.5
3384,770.12
3385,739.62
3386,722.73
3387,715.68
3388,714.61
3389,725.48
3390,759.17
3391,949.44
3392,976.77
3393,1010.9
3394,1027.13
3395,1037.96
3396,1041.75
3397,1037.05
3398,1042.67
3399,1045.13
3400,1038.54
3401,1030.99
3402,1028.73
3403,1293.27
3404,1375.42
3405,1322.3200000000002
3406,1219.94
3407,839.63
3408,779.29
3409,771.6
3410,752.62
3411,744.72
3412,742.43
3413,752.81
3414,767.66
3415,1007.03
3416,1042.54
3417,1061.55
3418,1094.83
3419,1109.59
3420,1117.65
3421,1116.55
3422,1104.66
3423,1110.66
3424,1116.81
3425,1117.08
3426,1119.02
3427,1326.6599999999999
3428,1400.0
3429,1382.98
3430,1283.55
3431,1169.46
3432,1104.55
3433,806.12
3434,785.31
3435,775.26
3436,766.1800000000001
3437,775.17
3438,784.78
3439,1012.38
3440,1060.21
3441,1098.43
3442,1122.46
3443,1138.73
3444,1143.66
3445,1143.88
3446,1137.43
3447,1146.21
3448,1146.67
3449,1125.63
3450,1137.53
3451,1327.62
3452,1400.0
3453,1400.0
3454,1309.99
3455,1194.67
3456,1137.8600000000001
3457,777.6
3458,757.8
3459,747.7
3460,744.2
3461,753.6
3462,770.2
3463,1000.3
3464,1040.2
3465,1075.0
3466,1093.0
3467,1103.3
3468,1117.5
3469,1114.1
3470,1108.4
3471,1111.8
3472,1116.2
3473,1108.0
3474,1108.9
3475,1292.6
3476,1399.8
3477,1338.6
3478,1254.3
3479,1163.5
3480,1103.3
3481,743.3
3482,726.4
3483,717.9
3484,716.5
3485,725.0
3486,747.1
3487,974.2
3488,1015.0
3489,1048.5
3490,1064.1
3491,1073.5
3492,1085.0
3493,1089.6
3494,1083.3
3495,1086.0
3496,1088.0
3497,1090.4
3498,1098.3
3499,1258.6
3500,1338.6
3501,1285.5
3502,1201.4
3503,1106.6
3504,1052.4
3505,755.9
3506,737.0
3507,728.3
3508,725.7
3509,733.1
3510,753.4
3511,930.5
3512,972.2
3513,1005.5
3514,1029.0
3515,1039.8
3516,1050.2
3517,1048.9
3518,1043.0
3519,1044.0
3520,1047.6
3521,1045.3
3522,1042.2
3523,1204.3
3524,1320.6
3525,1273.3
3526,1187.3
3527,846.2
3528,789.7
3529,754.6
3530,736.1
3531,727.7
3532,725.3
3533,735.0
3534,759.2
3535,937.8
3536,979.0
3537,1010.1
3538,1032.8
3539,1036.6
3540,1048.2
3541,1049.2
3542,1043.4
3543,1044.4
3544,1047.2
3545,1047.2
3546,1056.7
3547,1209.0
3548,1298.7
3549,1243.6
3550,1171.8
3551,838.5
3552,787.8
3553,747.7
3554,731.3
3555,723.3
3556,722.1
3557,732.3
3558,759.4
3559,940.5
3560,977.6
3561,1006.3
3562,1025.0
3563,1028.6
3564,1035.6
3565,1040.0
3566,1036.3
3567,1032.5
3568,1036.1
3569,1047.2
3570,1083.7
3571,1257.5
3572,1290.8
3573,1225.6
3574,1153.9
3575,834.7
3576,780.5
3577,747.6
3578,729.4
3579,721.0
3580,719.4
3581,730.1
3582,756.6
3583,962.0
3584,1000.0
3585,1032.9
3586,1055.2
3587,1060.3
3588,1069.9
3589,1068.7
3590,1064.7
3591,1072.1
3592,1075.2
3593,1074.7
3594,1132.1
3595,1308.1
3596,1286.5
3597,1237.8
3598,1151.9
3599,843.4
3600,782.2
3601,748.7
3602,730.7
3603,722.2
3604,720.9
3605,732.6
3606,762.5
3607,941.6
3608,980.4
3609,1014.4
3610,1034.5
3611,1041.4
3612,1052.0
3613,1052.9
3614,1046.5
3615,1049.7
3616,1054.0
3617,1056.7
3618,1119.3
3619,1375.4
3620,1347.1
3621,1282.1
3622,1205.6
3623,834.4
3624,783.2
3625,733.8
3626,729.3
3627,719.1
3628,717.4
3629,728.6
3630,758.3
3631,987.2
3632,1021.8
3633,1059.6
3634,1083.9
3635,1086.4
3636,1095.0
3637,1096.6
3638,1090.6
3639,1093.1
3640,1097.7
3641,1101.3
3642,1145.5
3643,1395.8
3644,1386.5
3645,1341.8
3646,1249.1
3647,851.2
3648,795.6
3649,739.65
3650,717.56
3651,714.47
3652,712.86
3653,722.96
3654,751.51
3655,954.41
3656,980.4100000000001
3657,1014.95
3658,1035.1
3659,1039.1
3660,1049.41
3661,1049.53
3662,1041.05
3663,1053.48
3664,1057.98
3665,1046.69
3666,1070.65
3667,1341.87
3668,1361.02
3669,1291.0700000000002
3670,1203.48
3671,826.5
3672,770.12
3673,739.62
3674,722.73
3675,715.68
3676,714.61
3677,725.48
3678,759.17
3679,949.44
3680,976.77
3681,1010.9
3682,1027.13
3683,1037.96
3684,1041.75
3685,1037.05
3686,1042.67
3687,1045.13
3688,1038.54
3689,1030.99
3690,1028.73
3691,1293.27
3692,1375.42
3693,1322.3200000000002
3694,1219.94
3695,839.63
3696,779.29
3697,771.6
3698,752.62
3699,744.72
3700,742.43
3701,752.81
3702,767.66
3703,1007.03
3704,1042.54
3705,1061.55
3706,1094.83
3707,1109.59
3708,1117.65
3709,1116.55
3710,1104.66
3711,1110.66
3712,1116.81
3713,1117.08
3714,1119.02
3715,1326.6599999999999
3716,1400.0
3717,1382.98
3718,1283.55
3719,1169.46
3720,1104.55
3721,806.12
3722,785.31
3723,775.26
3724,766.1800000000001
3725,775.17
3726,784.78
3727,1012.38
3728,1060.21
3729,1098.43
3730,1122.46
3731,1138.73
3732,1143.66
3733,1143.88
3734,1137.43
3735,1146.21
3736,1146.67
3737,1125.63
3738,1137.53
3739,1327.62
3740,1400.0
3741,1400.0
3742,1309.99
3743,1194.67
3744,1137.8600000000001
3745,777.6
3746,757.8
3747,747.7
3748,744.2
3749,753.6
3750,770.2
3751,1000.3
3752,1040.2
3753,1075.0
3754,1093.0
3755,1103.3
3756,1117.5
3757,1114.1
3758,1108.4
3759,1111.8
3760,1116.2
3761,1108.0
3762,1108.9
3763,1292.6
3764,1399.8
3765,1338.6
3766,1254.3
3767,1163.5
3768,1103.3
3769,743.3
3770,726.4
3771,717.9
3772,716.5
3773,725.0
3774,747.1
3775,974.2
3776,1015.0
3777,1048.5
3778,1064.1
3779,1073.5
3780,1085.0
3781,1089.6
3782,1083.3
3783,1086.0
3784,1088.0
3785,1090.4
3786,1098.3
3787,1258.6
3788,1338.6
3789,1285.5
3790,1201.4
3791,1106.6
3792,1052.4
3793,755.9
3794,737.0
3795,728.3
3796,725.7
3797,733.1
3798,753.4
3799,930.5
3800,972.2
3801,1005.5
3802,1029.0
3803,1039.8
3804,1050.2
3805,1048.9
3806,1043.0
3807,1044.0
3808,1047.6
3809,1045.3
3810,1042.2
3811,1204.3
3812,1320.6
3813,1273.3
3814,1187.3
3815,846.2
3816,789.7
3817,754.6
3818,736.1
3819,727.7
3820,725.3
3821,735.0
